bin,source_type,security_mean,growth_mean,n_segments
2012-11-08,party_report,0.9032654895255314,0.9078636323387299,10
2017-10-18,party_report,0.8938700488665401,0.899023363795557,7
2022-10-16,party_report,0.9023367540620048,0.9082586573253848,34
